Date,Open,High,Low,Close,Adj Close,Volume
2015-07-13,212.2899932861328,212.5500030517578,211.8000030517578,212.47999572753903,192.3656311035156,89030000.0
2015-07-20,212.75,213.17999267578125,207.6000061035156,208.0,188.3097381591797,445343800.0
2015-07-27,206.94000244140625,211.4499969482422,206.25999450683597,210.5,190.57305908203125,556268500.0
2015-08-03,210.4600067138672,211.30999755859372,206.8699951171875,207.9499969482422,188.264404296875,515462100.0
2015-08-10,209.27999877929688,210.6699981689453,205.3600006103516,209.4199981689453,189.5953063964844,540645600.0
2015-08-17,208.7100067138672,210.67999267578125,197.5200042724609,197.8300018310547,179.10243225097656,864627700.0
2015-08-24,187.4900054931641,199.83999633789062,182.3999938964844,199.27999877929688,180.4152069091797,1650892700.0
2015-08-31,198.1100006103516,199.1300048828125,190.72999572753903,192.58999633789062,174.35850524902344,938737300.0
2015-09-07,195.94000244140625,199.47000122070312,194.25,196.7400054931641,178.11566162109375,543675700.0
2015-09-14,196.9499969482422,202.88999938964844,194.9600067138672,195.4499969482422,176.9477996826172,792543900.0
2015-09-21,196.44000244140625,197.67999267578125,190.55999755859372,192.8500061035156,175.50160217285156,666841300.0
2015-09-28,191.77999877929688,195.02999877929688,186.92999267578125,195.0,177.45816040039062,843095800.0
2015-10-05,196.4600067138672,201.8999938964844,196.3300018310547,201.3300018310547,183.21871948242188,621027000.0
2015-10-12,201.4199981689453,203.2899932861328,198.94000244140625,203.2700042724609,184.9842071533203,492262800.0
2015-10-19,202.5,207.9499969482422,201.6499938964844,207.50999450683597,188.8427734375,576364400.0
2015-10-26,207.3000030517578,209.44000244140625,205.7899932861328,207.92999267578125,189.22499084472656,504447900.0
2015-11-02,208.32000732421875,211.66000366210938,208.1699981689453,210.0399932861328,191.1451568603516,466621600.0
2015-11-09,209.30999755859372,209.4900054931641,202.44000244140625,202.5399932861328,184.31983947753903,549621600.0
2015-11-16,202.32000732421875,210.1199951171875,202.17999267578125,209.30999755859372,190.4808349609375,542343400.0
2015-11-23,209.3800048828125,209.97999572753903,207.41000366210938,209.55999755859372,190.7083740234375,253103500.0
2015-11-30,209.75,211.0,204.75,209.6199951171875,190.762939453125,678260500.0
2015-12-07,209.22999572753903,209.72999572753903,201.50999450683597,201.8800048828125,183.71925354003903,695103200.0
2015-12-14,202.07000732421875,208.47999572753903,199.8300018310547,200.0200042724609,182.02658081054688,957957800.0
2015-12-21,201.41000366210938,206.3300018310547,200.08999633789062,205.67999267578125,188.29139709472656,369647300.0
2015-12-28,204.8600006103516,207.7899932861328,203.8699951171875,203.8699951171875,186.63442993164062,336736200.0
2016-01-04,200.4900054931641,201.8999938964844,191.5800018310547,191.9199981689453,175.69471740722656,908565200.0
2016-01-11,193.00999450683597,194.8600006103516,185.5200042724609,187.80999755859372,171.93215942382812,1147082700.0
2016-01-18,189.9600067138672,190.75999450683597,181.0200042724609,190.5200042724609,174.41305541992188,845884700.0
2016-01-25,189.9199981689453,193.8800048828125,187.05999755859372,193.72000122070312,177.342529296875,811418300.0
2016-02-01,192.52999877929688,194.5800018310547,187.1000061035156,187.9499969482422,172.06033325195312,844001500.0
2016-02-08,185.7700042724609,188.33999633789062,181.08999633789062,186.6300048828125,170.85194396972656,870945200.0
2016-02-15,188.7700042724609,193.32000732421875,187.6300048828125,192.0,175.76792907714844,473396200.0
2016-02-22,193.8699951171875,196.67999267578125,189.32000732421875,195.08999633789062,178.59669494628906,606469800.0
2016-02-29,195.1100006103516,201.3500061035156,193.3300018310547,200.42999267578125,183.4852600097656,594598600.0
2016-03-07,199.33999633789062,202.80999755859372,197.3800048828125,202.75999450683597,185.6182556152344,613798300.0
2016-03-14,202.16000366210938,205.22999572753903,201.0500030517578,204.3800048828125,187.101318359375,568735200.0
2016-03-21,204.07000732421875,205.22999572753903,201.7400054931641,203.1199951171875,186.9069061279297,335812000.0
2016-03-28,203.6100006103516,207.13999938964844,202.3999938964844,206.9199981689453,190.40353393554688,450704000.0
2016-04-04,206.8300018310547,207.07000732421875,203.08999633789062,204.5,188.1767120361328,463898600.0
2016-04-11,205.25,208.6000061035156,203.6999969482422,207.77999877929688,191.1949157714844,436419000.0
2016-04-18,207.77999877929688,210.9199981689453,207.0,208.97000122070312,192.2899169921875,436894100.0
2016-04-25,208.25999450683597,209.80999755859372,205.02999877929688,206.3300018310547,189.86065673828125,459000400.0
2016-05-02,206.9199981689453,208.17999267578125,203.8800048828125,205.72000122070312,189.2993469238281,417788100.0
2016-05-09,205.57000732421875,208.5399932861328,204.3800048828125,204.75999450683597,188.4159698486328,419635000.0
